30.557063	27.1729013
28.688087	29.2134766
29.078888	27.5646695
27.935928	28.6908711
31.066304	28.6012639
28.012547	28.2035988
29.754249	27.5728533
28.624216	28.2449694
29.449131	26.1787677
28.588746	28.6691142
28.373191	28.2241282
29.22191	27.3452353
28.011513	28.3712552
29.542082	28.290396
28.077121	28.0769892
27.375536	27.8122202
30.410315	28.0065404
28.67479	29.2550185
29.206432	26.8149138
28.721054	28.4673442
26.993625	27.4994798
28.351528	26.7206771
29.862897	29.5749793
29.717086	29.1864341
29.046048	25.8812805
26.363964	28.4827814
29.364928	28.1026854
29.62806	27.4409977
28.748296	28.0498048
28.143849	30.3275544
28.930955	27.2806666
28.836338	27.5832905
28.613093	27.0794624
30.346615	24.7059765
29.574597	26.8417469
28.584832	28.5550112
29.060893	30.138234
28.181373	28.2368406
27.629598	27.0427049
28.782127	28.7696069
28.963442	28.044418
28.938158	28.28066
26.167983	29.8184602
30.212655	26.8451218
27.844687	27.1362302
28.800019	28.4264309
28.216965	28.8839663
28.422449	28.0961907
27.355838	28.6175642
29.408931	29.2958615
29.827455	28.2236522
29.894351	26.3133734
27.930774	28.3376546
27.351387	27.4953396
29.664565	28.4787062
29.680574	29.3008056
28.999186	26.966851
30.268619	28.0879551
27.590922	27.3705525
27.82105	26.9848927
29.168014	27.1344093
28.137364	27.7643607
29.178908	27.2605734
28.774962	26.7632646
26.58059	29.3891678
27.868937	26.1505911
31.341733	27.777492
25.52237	29.0856208
29.018614	27.9016495
28.815902	27.5905404
27.560099	28.2064989
28.38266	29.3307036
29.735828	27.8323427
28.779245	29.3617344
28.566626	28.1999481
27.338438	27.3644283
29.975631	28.4056453
29.239322	28.3685968
30.395004	28.4451896
27.318254	28.5611297
27.127294	27.9956265
29.39824	27.9452505
29.070861	28.9872719
28.825091	27.5877707
28.931196	28.2129486
29.446728	27.2213459
27.265698	28.1897166
28.142701	27.0311484
29.579868	26.1098256
28.024113	27.1588749
28.485171	29.7048056
28.663877	27.9876631
27.729473	27.7174574
29.768418	28.4231228
29.100818	27.8589766
27.825134	28.1064775
28.452279	26.6891244
27.744114	27.7676904
28.241763	28.9946232
28.498292	27.9689966
19.135242	23.16351
19.265822	21.2759755
19.368387	22.9269086
20.020273	22.1534906
19.994956	21.5710464
19.106057	23.6332071
18.676585	21.8570914
20.290547	21.2690706
18.299486	23.6483046
21.66803	23.3387101
20.747631	23.7510324
17.59299	22.1344654
18.94504	21.8043724
21.834427	22.3479719
19.725114	23.3418594
19.781622	20.1894824
19.095039	21.6566715
18.842508	21.6960892
19.607281	22.2077769
19.108451	21.7082597
22.118198	21.5581977
19.589372	23.4521982
17.849424	23.5996869
20.421517	21.6577126
19.93932	22.1629109
19.708187	22.9695414
20.009074	22.8991335
19.575107	23.3137809
18.905932	23.0746426
20.569509	21.8761978
21.257038	21.330794
19.192642	24.1569208
21.276397	22.8836281
19.178412	24.638737
19.663213	21.2692121
17.54512	22.592998
20.320405	21.2937076
18.118477	22.2423161
20.017004	21.4344543
21.127875	22.7702754
19.409826	22.053928
20.994681	23.8136583
20.326495	22.2233658
19.99915	21.3288994
20.534893	23.202156
18.206903	24.1250051
20.881549	23.1134128
19.439155	21.2692888
20.210077	24.0696076
20.103343	22.6344378
18.424029	23.5609458
19.929405	20.9234837
19.084355	19.1353489
18.594772	20.2996742
19.288964	22.4336776
18.674807	24.3665821
19.280277	21.8440439
18.877194	23.135839
19.927218	23.3657953
20.280525	22.6893098
21.538578	24.1389391
20.33756	18.2806788
21.486849	21.6110148
20.024207	24.1229242
18.660381	21.3147403
19.890125	21.0719079
20.974538	22.5148998
18.606389	22.6382253
18.169188	22.4386497
18.751312	22.7756855
19.873267	23.1421791
21.605656	20.5379313
19.408792	22.6922338
18.468325	21.7700936
20.274064	23.5664241
18.937051	22.2146058
19.370499	22.7208879
18.882005	25.7025417
18.93269	23.6631633
20.258853	22.3173051
19.795134	22.0419086
20.057846	24.0439433
19.243266	21.2744864
18.681095	23.9464651
20.063105	21.777268
20.177602	22.1870542
21.315652	22.3314848
21.182674	21.4640706
21.718994	22.8402365
19.24774	23.0153965
20.228251	23.0931369
21.064889	22.3285451
20.072539	22.4047772
19.952236	22.4716558
21.085228	21.2393212
18.272528	23.2152803
18.791894	24.9858841
19.721698	20.6613744
18.079445	21.4508859
20.457396	24.1069704
42.432971	38.1335063
41.377723	38.2957066
40.639526	38.5979493
41.558674	36.3017826
43.141901	39.3799884
40.74911	39.112851
40.681238	38.6059649
43.21366	37.9728522
41.969535	39.4926736
39.967148	36.350658
40.565838	39.3004836
40.569212	39.9758561
39.477664	39.6333791
41.466113	37.6148557
39.354452	37.6925492
40.262113	39.3540008
42.074507	38.6273642
41.288746	39.6752381
41.686186	42.0130862
40.855657	38.0417519
41.076355	38.8513094
41.978855	37.6383959
40.461137	38.7657245
42.210243	39.3004993
42.770114	37.0534452
39.355535	37.9554841
42.70609	38.7707737
42.032247	38.3724039
42.435881	38.6186382
42.122145	37.313653
40.444463	38.0198616
42.496717	39.951019
41.813282	38.3448581
42.607957	37.71699
41.736299	38.4699674
38.934242	37.851629
41.206324	39.530835
42.580755	38.6187734
41.503881	39.4511019
42.095647	39.7500469
42.0434	39.4952829
40.250896	41.0139511
43.073847	38.2885308
41.100744	39.2698933
41.345291	37.510941
41.673272	38.8921772
42.317731	38.8317278
43.357033	38.8153576
40.72786	39.4341633
41.29908	39.8420772
40.58901	36.8279034
41.250813	39.0304948
42.665351	38.7816262
40.00081	37.9147074
40.640604	39.0205594
42.181452	39.1421192
40.144434	39.1083563
40.877116	39.9940029
40.915614	39.221579
41.119945	37.9748596
40.083827	38.1778855
40.30239	40.4928561
42.291541	39.9142141
41.251766	37.7933576
42.487318	39.1641123
40.882174	38.2519824
40.109936	37.668758
39.796258	37.9162477
41.333145	38.1247941
43.025289	38.8539039
39.907971	40.1001888
41.113208	37.6621657
39.662782	39.4741607
40.768108	37.5690208
43.447837	38.7803046
41.904209	37.9332126
43.078397	37.8119754
40.118827	38.5149187
39.64402	40.0081792
40.606598	38.0526607
40.961102	38.9165689
41.550374	38.9434944
39.720785	38.8673355
41.751251	40.7824565
41.719944	38.2406712
40.946809	38.1655145
41.637094	38.5581911
42.308645	37.550667
42.487903	37.595068
42.277083	39.1691416
40.522066	39.0617412
40.839003	39.2221975
40.774103	38.8136153
41.744282	40.1179708
40.37048	39.8461027
41.452282	37.1772041
43.358718	39.5517197
41.354399	36.0873712
40.748331	40.603733
41.363189	38.0814261
17.656077	35.015796
18.503657	37.8542686
18.384383	36.0059584
20.40129	34.8377493
17.968648	35.2849814
17.92613	36.3752301
17.884149	36.2815592
16.884686	35.7152213
17.261746	35.6706174
19.571044	35.9957539
17.436327	36.2602774
19.110511	34.2497901
20.185559	35.8504061
19.134746	35.13871
18.362823	35.6313481
17.755234	35.6817399
